13578	100	0	7.36738	7.3259	0.77565	-0.0887399	0.36098	-0.198198	0.996503
13579	100	0	7.3061	7.26498	0.76907	-0.087792	0.357396	-0.191466	1.00274
13580	100	0	7.3638	7.32226	0.775986	-0.0885509	0.353925	-0.204329	1.00226
13581	100	0	7.33324	7.2919	0.772526	-0.0879151	0.359048	-0.217683	1.00562
13582	100	1	7.3282	7.28684	0.772496	-0.0874314	0.350789	-0.240518	1.0134
13587	100	0	7.334	7.29257	0.773849	-0.0844696	0.310142	-0.207712	1.01449
13589	100	1	7.33481	7.29324	0.775197	-0.0846152	0.309391	-0.228067	1.01507
13594	100	1	7.29421	7.25254	0.773886	-0.0849593	0.295749	-0.203133	1.02729
13595	100	1	7.36806	7.32571	0.784246	-0.0848758	0.264826	-0.220649	1.02243
13596	100	0	7.30305	7.261	0.778297	-0.0818917	0.240573	-0.194177	1.03593
13598	100	0	7.29271	7.25035	0.780915	-0.0786692	0.190367	-0.151702	1.03572
13599	100	0	7.39747	7.35412	0.795801	-0.0786387	0.173675	-0.150368	1.02753
13600	100	1	7.3977	7.3542	0.797404	-0.0773418	0.149517	-0.133489	1.02531
13602	100	1	7.3947	7.35061	0.802657	-0.0768983	0.146007	-0.114876	1.02773
13603	100	1	7.39404	7.34963	0.805506	-0.0770843	0.14845	-0.130294	1.02669
13605	100	1	7.38704	7.34217	0.809409	-0.0761451	0.13864	-0.101041	1.02214
13606	100	1	7.4179	7.37231	0.817631	-0.0757597	0.135246	-0.124792	1.0249
13612	100	0	7.4256	7.378	0.835766	-0.0781879	0.157974	-0.106024	1.00703
13621	100	1	7.33893	7.29019	0.840277	-0.0834017	0.27572	-0.0946847	1.00938
13622	100	1	7.39749	7.34812	0.849058	-0.0842789	0.271359	-0.104229	0.995456
16395	100	1	11.7747	11.3218	3.22328	0.264881	-0.0369496	-0.559089	-0.114776
16396	100	1	11.5555	11.1083	3.17326	0.255933	-0.0557139	-0.612165	-0.159611
16397	100	0	11.6104	11.1582	3.19857	0.255506	-0.045347	-0.615538	-0.116331
16398	100	0	11.5087	11.0574	3.18151	0.249949	-0.0526292	0.0737694	0.128503
16399	100	0	11.3566	10.9085	3.14903	0.243636	-0.0689373	0.0988439	0.181725
16400	100	0	11.6062	11.1455	3.22798	0.246082	-0.0448149	0.0554316	0.109284
16401	100	0	11.48	11.0215	3.20264	0.241226	-0.0680893	0.0804706	0.147169
16403	100	0	11.5558	11.0884	3.24444	0.238429	-0.0595433	0.0451551	0.104071
16404	100	0	11.5612	11.0907	3.25616	0.237552	-0.0543724	0.044591	0.129679
16405	100	0	11.4811	11.011	3.24297	0.234084	-0.0471264	0.0802629	0.117176
16406	100	0	11.5586	11.0828	3.27394	0.235512	-0.0467338	0.0646234	0.0697147
16408	100	0	11.4835	11.0053	3.271	0.235994	-0.0481624	0.0992577	0.101177
16409	100	0	11.5046	11.0227	3.28594	0.238802	-0.0572164	0.0836706	0.0931944
16410	100	0	11.4642	10.9813	3.2835	0.240109	-0.063831	0.103566	0.0971071
16411	100	0	11.4125	10.9294	3.27675	0.240714	-0.0718129	0.105251	0.142119
16412	100	0	11.4644	10.9762	3.30096	0.245101	-0.0501477	0.101506	0.0994702
16413	100	0	11.4491	10.9587	3.3057	0.247015	-0.0552087	0.0936196	0.118559
16414	100	0	11.4997	11.0044	3.32929	0.250762	-0.0518795	0.0715399	0.0848818
16415	100	0	11.5772	11.0758	3.36062	0.254395	-0.0499673	0.0517966	0.0630603
16416	100	0	11.4347	10.9368	3.32816	0.251367	-0.0500972	0.0873281	0.114644
16419	100	0	11.5411	11.0304	3.38573	0.255339	-0.0386604	0.0245495	0.0413713
16420	100	0	11.5045	10.9926	3.38387	0.256434	-0.0924701	0.0238717	0.231065
16422	100	0	11.5543	11.0348	3.41609	0.255615	-0.0414001	-0.0237984	0.0871172
16423	100	0	11.5202	10.9994	3.41524	0.253549	-0.0339323	-0.0261384	0.075047
16425	100	0	11.353	10.8343	3.38311	0.250957	-0.0952174	0.00271695	0.274564
16426	100	0	11.3678	10.8457	3.39663	0.246431	-0.0234251	0.00462728	0.0904973
16427	100	0	11.2362	10.7176	3.36551	0.242623	-0.00922883	-0.618107	-0.0860929
16428	100	0	11.274	10.7509	3.38564	0.241257	-0.00783941	-0.600154	-0.0862144
16429	100	0	11.3062	10.7788	3.40447	0.239604	0.00179478	-0.583622	-0.0511012
16430	100	0	11.1924	10.6673	3.37971	0.235136	-0.0198088	0.00331044	0.0886145
16431	100	0	11.1749	10.6479	3.38365	0.231687	-0.0122538	-0.00103021	0.0755744
16432	100	0	11.0159	10.4935	3.34445	0.22628	-0.0198646	0.0352024	0.123543
16433	100	0	10.8864	10.3675	3.31357	0.221047	-0.0275285	0.0791732	0.158929
16434	100	1	10.7878	10.2711	3.29151	0.21618	-0.0353288	0.119515	0.232171
16519	100	0	9.60984	9.15332	2.91933	0.208065	-0.0240402	-0.624345	-0.179225
16520	100	0	9.69914	9.24078	2.9388	0.211488	-0.0322283	-0.53697	-0.15466
16521	100	1	9.80068	9.34018	2.96093	0.21779	0.0730417	-0.495561	0.362108
16522	100	1	9.82745	9.36867	2.95968	0.216809	-0.03142	-0.0794895	0.0381572
16523	100	0	9.85329	9.39611	2.9586	0.217118	-0.0148471	-0.133424	0.039967
16526	100	1	9.78806	9.34316	2.90956	0.21438	-0.0493956	-0.136382	0.0432067
16527	100	0	9.83643	9.39253	2.91373	0.214354	-0.0540135	-0.180521	0.0615242
16528	100	0	9.69257	9.25844	2.86066	0.209279	-0.0595764	-0.066108	0.106049
16529	100	0	9.7293	9.29697	2.86046	0.20818	-0.0573921	-0.0960074	0.0565963
16530	100	1	9.64112	9.21594	2.82422	0.203561	-0.064645	-0.038741	0.0871968
16531	100	0	9.5983	9.17875	2.7996	0.200107	-0.0652541	-0.0197558	0.105921
16532	100	0	9.59903	9.18294	2.78847	0.198142	-0.0562185	-0.531216	-0.0835162
16533	100	0	9.54055	9.13076	2.75926	0.194648	-0.0560601	0.00742962	0.107933
16534	100	1	9.49306	9.08883	2.734	0.191289	-0.0460966	0.0296872	0.102957
16535	100	0	9.37616	8.98052	2.68839	0.187258	-0.0536654	0.0482878	0.10348
16536	100	0	9.33923	8.94885	2.66558	0.18437	-0.0512988	0.0328295	0.136585
16539	100	0	9.28153	8.9046	2.61176	0.183303	-0.0296111	-0.604329	-0.141003
16540	100	0	9.14812	8.78011	2.56214	0.182186	-0.0247956	-0.612112	-0.167626
16541	100	0	9.28697	8.9165	2.59013	0.186977	-0.0207365	-0.470284	-0.111281
16543	100	1	8.71841	8.37773	2.40662	0.18049	-0.119044	0.147455	0.386664
26110	100	1	12.4495	11.8436	3.8291	0.238931	0.0627628	-0.754828	-0.0381533
26116	100	0	12.5877	12.0049	3.7791	0.225991	-0.0341343	-0.591148	-0.0356193
26118	100	1	12.5797	12.0063	3.748	0.223364	0.0228126	0.106736	0.0811795
26120	100	0	12.3768	11.8227	3.65523	0.218195	0.0299051	0.135698	0.0415439
26121	100	0	12.4133	11.8627	3.64945	0.219047	0.0242728	0.196023	0.124023
26889	100	1	13.5147	10.1633	-8.88862	0.588831	-0.422937	1.32518	0.691544
26891	100	1	13.3378	10.0115	-8.79394	0.577198	-0.593333	1.35138	0.829339
27119	100	1	12.0982	9.11327	-7.94056	0.513306	-1.0536	1.34806	1.31286
27121	100	1	12.35	9.3147	-8.09238	0.521862	-0.133602	-0.0103736	-0.207144
27123	100	0	12.4348	9.39117	-8.13361	0.523341	-0.936071	1.36572	1.16843
27124	100	1	12.5685	9.49744	-8.215	0.528607	-0.127052	-0.00745613	-0.191422
27125	100	1	12.5206	9.46702	-8.17694	0.528187	-0.96469	1.3022	1.25312
27126	100	0	12.7857	9.67284	-8.34386	0.537765	-0.098525	0.00835041	-0.149428
27128	100	0	12.9108	9.78064	-8.41006	0.545816	-0.623625	1.3531	0.803969
27130	100	1	12.8878	9.77673	-8.37899	0.549911	-0.584088	1.36195	0.732233
27132	100	1	12.9324	9.82467	-8.3911	0.558379	-0.0597608	0.0235886	-0.114861
8774	100	1	6.39211	6.37842	0.336594	0.248078	0.0620789	0.0563782	0.322027
8775	100	0	6.32821	6.31445	0.335045	0.248418	0.0611352	0.142512	0.217341
8778	100	1	6.45564	6.4402	0.348446	0.278823	0.107535	-0.0422169	-0.454048
8804	100	1	6.43494	6.42029	0.331441	0.280134	0.107292	-0.0712053	-0.485338
8805	100	0	6.4519	6.43731	0.331895	0.27899	0.111117	-0.0635648	-0.466883
8830	100	1	6.09371	6.07978	0.335009	0.239531	0.0811228	0.282883	0.320328
8831	100	0	6.13363	6.11953	0.339126	0.240536	0.0796067	0.273175	0.322751
8835	100	1	6.20159	6.18707	0.348751	0.241205	0.0874531	0.236111	0.349462
8836	100	1	6.17867	6.16416	0.348856	0.239739	0.0852976	0.249111	0.375517
8837	100	1	6.18907	6.17448	0.350545	0.239838	0.0888595	0.231579	0.376292
8838	100	1	6.1851	6.17045	0.351631	0.239556	0.0896568	0.235748	0.379015
8839	100	0	6.19464	6.17988	0.353645	0.239887	0.0955719	0.224992	0.368469
8840	100	0	6.1876	6.17278	0.354567	0.23972	0.0965648	0.238207	0.363922
8846	100	0	6.46331	6.44639	0.378234	0.27452	0.145369	-0.149304	-0.412234
