frame id	detection id	hamming distance	distance	x	y	z	yaw	pitch	roll
129	0	3.77932	3.74547	-0.0623399	0.500824	-3.02977	0.0214274	-1.38995
123	0	3.8318	3.47014	1.61881	0.142326	1.37585	-0.00300626	1.69026
124	0	7.60112	6.6235	-3.19386	-1.92499	-3.05873	0.264317	0.838388
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	0	3.77832	3.74449	-0.0623813	0.500605	-3.03112	0.0161359	-1.39018
123	0	3.8307	3.46914	1.61836	0.142298	1.37468	-0.00206456	1.69044
124	0	7.60362	6.62567	-3.19491	-1.92563	-3.0586	0.263998	0.837697
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	1	3.77919	3.74536	-0.0623775	0.500601	-3.03206	0.0146095	-1.38972
123	1	3.84665	3.48383	1.62461	0.142658	1.37984	-0.0012342	1.68907
124	0	7.53203	6.56386	-3.16317	-1.90828	-2.43291	-0.939549	0.144154
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	1	3.77509	3.74132	-0.0623009	0.499918	-3.03107	0.0138675	-1.39025
123	1	3.72405	3.37329	1.57177	0.137918	1.32186	0.12984	1.69908
124	0	7.55378	6.58342	-3.17198	-1.91225	-3.06226	0.273573	0.853308
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	1	3.77493	3.74117	-0.0623014	0.499891	-3.03084	0.0137874	-1.39035
123	0	3.83589	3.47484	1.61838	0.142682	1.37536	-0.00184281	1.68871
124	0	7.61797	6.63976	-3.1987	-1.92756	-3.04943	0.267807	0.837219
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
123	0	3.83549	3.47446	1.61825	0.142686	1.37603	-0.00290052	1.68863
124	0	7.56713	6.59532	-3.17754	-1.9148	-3.05922	0.265666	0.8522
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	1	3.77131	3.73756	-0.062681	0.499523	-3.03097	0.0136714	-1.39106
123	0	3.8353	3.47427	1.61821	0.142708	1.37636	-0.00190829	1.68849
124	0	7.6542	6.67113	-3.21414	-1.93706	-3.04097	0.264256	0.82801
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	0	3.77495	3.74116	-0.0628309	0.500019	-3.03083	0.0138115	-1.39091
123	0	3.83458	3.4736	1.61793	0.1427	1.37615	-0.00289319	1.68805
124	0	7.55353	6.58327	-3.17197	-1.91178	-3.0626	0.266137	0.857907
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	1	3.76897	3.73523	-0.0630646	0.499273	-3.03117	0.0136068	-1.39131
123	0	3.84807	3.48583	1.62359	0.143419	1.38319	-0.0152138	1.68721
124	0	7.57878	6.60512	-3.18286	-1.91827	-3.05868	0.261846	0.850155
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	1	3.77707	3.74324	-0.0635995	0.500377	-3.02999	0.0201556	-1.39006
123	0	3.83411	3.47322	1.61766	0.142738	1.37829	-0.000376033	1.68706
124	0	7.62672	6.64661	-3.20358	-1.93042	-3.04929	0.268284	0.834809
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	1	3.77814	3.74429	-0.0636431	0.500536	-3.03088	0.0205561	-1.38985
123	0	3.83114	3.47053	1.61639	0.142624	1.37856	4.52106e-05	1.68713
124	0	7.58615	6.61111	-3.18622	-1.92116	-2.42359	-0.933627	0.161792
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	1	3.77738	3.74354	-0.0636571	0.500473	-3.02932	0.0215693	-1.38992
123	1	3.76294	3.40878	1.58756	0.140197	1.33055	0.114119	1.6912
124	0	7.56348	6.59145	-3.17697	-1.91467	-3.06213	0.267983	0.849495
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	0	3.76775	3.73399	-0.0632419	0.499201	-3.03159	0.0144359	-1.39087
123	1	3.78174	3.42556	1.59597	0.141223	1.33236	0.108922	1.6888
124	0	7.5977	6.62157	-3.19067	-1.92338	-3.05368	0.266008	0.842872
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	0	3.76256	3.72886	-0.06222	0.498587	-3.03323	0.0131529	-1.39128
123	0	3.83039	3.4692	1.61744	0.142873	1.37547	0.00448725	1.68671
124	0	7.59776	6.62187	-3.1896	-1.92436	-2.41863	-0.932297	0.166247
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	0	3.77985	3.746	-0.0620716	0.500879	-3.03143	0.0155831	-1.38984
123	0	3.82632	3.46546	1.61586	0.142711	1.37766	-0.0034958	1.68807
124	0	7.52339	6.55729	-3.15834	-1.9048	-3.06812	0.268058	0.85886
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	0	3.77952	3.74567	-0.0620632	0.500825	-3.032	0.0174159	-1.38965
123	0	3.82534	3.46455	1.61547	0.142677	1.37686	-0.00431719	1.68849
124	0	7.56872	6.59701	-3.17701	-1.91612	-3.05592	0.272728	0.846292
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	0	3.78009	3.74625	-0.0620578	0.500887	-3.03188	0.0176485	-1.38939
123	0	3.8248	3.46403	1.6153	0.142656	1.37613	-0.00463662	1.68933
124	0	7.62832	6.64894	-3.20212	-1.93112	-3.05201	0.260557	0.833976
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	0	3.77985	3.74599	-0.062053	0.500984	-3.03238	0.017523	-1.39023
123	0	3.83141	3.47004	1.61803	0.143125	1.38037	-0.0119579	1.68821
124	0	7.60921	6.63249	-3.19373	-1.92618	-3.05152	0.265165	0.837401
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	0	3.77967	3.7458	-0.0620549	0.501023	-3.03186	0.0166967	-1.38998
123	0	3.82332	3.46271	1.61463	0.142753	1.37627	-0.00299209	1.68863
124	0	7.61689	6.63939	-3.19664	-1.92798	-3.05421	0.260146	0.841325
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	0	3.77918	3.74531	-0.0620468	0.50104	-3.03178	0.016938	-1.39064
123	0	3.82328	3.46269	1.61458	0.142819	1.37745	-0.0033751	1.68901
124	0	7.61092	6.63425	-3.19402	-1.92644	-3.05671	0.258249	0.841612
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	0	3.77927	3.74539	-0.0620443	0.50109	-3.0322	0.0164747	-1.39017
123	0	3.82596	3.46517	1.61557	0.143088	1.37795	0.00396922	1.68728
124	0	7.58793	6.61451	-3.18387	-1.9204	-3.05726	0.264551	0.851853
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	0	3.77463	3.74078	-0.061754	0.500541	-3.03143	0.0172173	-1.39088
123	0	3.82115	3.46083	1.61351	0.143088	1.37854	0.00259084	1.68782
124	0	7.53335	6.56703	-3.16078	-1.90654	-3.0635	0.266554	0.862402
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	0	3.77392	3.74008	-0.0615331	0.500544	-3.03278	0.020087	-1.39151
123	0	3.82012	3.45987	1.61314	0.143034	1.37737	0.00138157	1.68807
124	0	7.60497	6.62978	-3.19031	-1.92445	-3.05819	0.263323	0.844405
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	0	3.77314	3.7393	-0.0613335	0.500465	-3.0335	0.0191994	-1.39149
123	0	3.82008	3.45982	1.61312	0.143192	1.37616	0.00234356	1.68809
124	0	7.56796	6.59776	-3.17444	-1.91479	-3.05714	0.268041	0.848437
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	1	3.77473	3.74087	-0.0612953	0.5007	-3.03239	0.0209746	-1.39118
123	0	3.81704	3.45706	1.61185	0.143154	1.37572	0.00226082	1.68871
124	0	7.63262	6.65424	-3.20142	-1.931	-3.04501	0.26632	0.829064
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	1	3.78893	3.75494	-0.0613284	0.502614	-3.03479	0.0117709	-1.38971
123	0	3.81286	3.45321	1.6102	0.143081	1.37462	0.00376982	1.68908
124	0	7.53387	6.56807	-3.15953	-1.90709	-2.44527	-0.941025	0.127996
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
123	0	3.81448	3.45454	1.6112	0.14308	1.37444	4.86526e-05	1.68988
124	0	7.53035	6.56525	-3.15812	-1.90523	-3.05843	0.268515	0.859397
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	1	3.7933	3.75928	-0.0607807	0.503238	-3.03439	0.00170223	-1.38885
123	0	3.81552	3.45542	1.61177	0.143117	1.37539	0.00140033	1.68843
124	0	7.60209	6.62782	-3.18813	-1.92343	-3.05791	0.258297	0.840515
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	1	3.78565	3.75169	-0.0604301	0.502286	-3.03436	0.00739996	-1.38878
123	0	3.82946	3.46796	1.61777	0.14423	1.37153	0.00663873	1.68699
124	0	7.60724	6.63287	-3.18872	-1.9254	-2.44239	-0.922825	0.145992
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	1	3.77818	3.7443	-0.060141	0.501302	-3.0343	0.0076605	-1.3897
123	0	3.82836	3.46681	1.61766	0.144179	1.37026	0.00598279	1.6864
124	0	7.61601	6.64052	-3.19287	-1.92683	-3.05375	0.252519	0.83846
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	1	3.77888	3.74498	-0.059771	0.501457	-3.03537	0.00761232	-1.38968
123	0	3.82544	3.46376	1.6173	0.144079	1.36893	0.00572221	1.68832
124	0	7.57234	6.60241	-3.17441	-1.91615	-3.06011	0.260707	0.85197
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	1	3.77875	3.74486	-0.0590762	0.501475	-3.03512	0.0113277	-1.38966
123	0	3.82999	3.46761	1.61978	0.144222	1.37406	0.000409382	1.68845
124	0	7.57418	6.60415	-3.17416	-1.91783	-2.43196	-0.934118	0.1468
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	1	3.79484	3.76081	-0.0585063	0.503623	-3.0354	0.0103368	-1.38851
123	0	3.82546	3.46295	1.61905	0.14395	1.37471	0.00221046	1.68916
124	0	7.62057	6.6447	-3.19318	-1.92991	-2.43167	-0.928152	0.158237
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
129	0	3.83192	3.79761	-0.0572572	0.508449	-3.03588	0.00578037	-1.38509
123	0	3.82421	3.46145	1.61934	0.143895	1.37065	0.00263277	1.69009
124	0	7.58834	6.61673	-3.17969	-1.9213	-3.05366	0.266404	0.84339
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
123	0	3.82449	3.46131	1.6203	0.143744	1.37434	-0.000420873	1.68899
124	0	7.57957	6.60924	-3.17558	-1.91926	-3.05238	0.267403	0.843137
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
123	0	3.82579	3.46214	1.62158	0.143912	1.37305	-0.000202711	1.6897
124	0	7.58368	6.61295	-3.17679	-1.92071	-3.05534	0.265286	0.84152
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
123	0	3.83027	3.46611	1.62367	0.144006	1.3758	-0.00204715	1.68766
124	0	7.55607	6.58885	-3.16517	-1.91389	-3.057	0.269428	0.846261
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
123	0	3.82897	3.46443	1.6242	0.143862	1.37711	-0.000229301	1.68897
124	0	7.55878	6.59124	-3.1658	-1.91532	-3.06165	0.262845	0.848549
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
123	0	3.82937	3.46421	1.62562	0.143834	1.3748	0.000645819	1.68779
124	0	7.50881	6.54772	-3.1445	-1.90308	-3.06314	0.270695	0.86225
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
123	0	3.83691	3.47066	1.62961	0.144104	1.37841	0.00313701	1.68708
124	0	7.59523	6.62345	-3.17922	-1.92612	-2.43836	-0.929456	0.149753
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
123	0	3.83672	3.4704	1.62973	0.144003	1.37516	0.00185786	1.68769
