detection id	hamming distance	distance	x	y	z	yaw	pitch	roll
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.30674	7.2398	0.376384	0.912212	-0.0792946	-0.513113	0.031682
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.2929	7.22723	0.359487	0.907938	-0.0786248	-0.510467	0.0242386
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.30014	7.23552	0.343521	0.906274	-0.0845447	-0.493322	0.0400686
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.30293	7.23941	0.327346	0.903631	-0.0857131	-0.479668	0.0366815
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.29469	7.23237	0.310429	0.89942	-0.0837329	-0.469157	0.0313409
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.28715	7.22598	0.293323	0.895384	-0.0868112	-0.463023	0.0184721
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.28068	7.22064	0.275861	0.891405	-0.0846572	-0.443627	0.0123845
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.27505	7.21607	0.258017	0.887704	-0.0806059	-0.434771	0.0224659
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.26392	7.20606	0.239441	0.883131	-0.0892231	-0.425108	0.00314592
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.265	7.2081	0.220945	0.880199	-0.0920227	-0.421482	0.0122064
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.27104	7.21499	0.202208	0.87811	-0.0893003	-0.406974	0.0105267
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.25882	7.20369	0.182305	0.874091	-0.0941671	-0.402534	0.0122938
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.24691	7.19268	0.1624	0.869888	-0.0951703	-0.405478	-0.0048394
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.2695	7.2158	0.14299	0.870271	-0.0950997	-0.390991	0.00708991
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.24955	7.19665	0.122495	0.865528	-0.09631	-0.395852	1.93603e-05
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.2434	7.19107	0.101865	0.863125	-0.0929687	-0.395622	-0.00519619
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.24258	7.19068	0.0807867	0.861696	-0.0903833	-0.398622	-0.00569395
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.22999	7.17854	0.0589365	0.859051	-0.088375	-0.404336	-0.0104857
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.24903	7.19763	0.0375785	0.860883	-0.0850098	-0.402446	0.00484734
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.24622	7.19499	0.0157621	0.859978	-0.077375	-0.410436	0.0146085
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.24611	7.19496	-0.00618824	0.859425	-0.0673829	-0.418041	0.0186601
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.25219	7.20096	-0.0280634	0.860036	-0.0739643	-0.419471	0.0227718
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.25379	7.20245	-0.0498665	0.860054	-0.0749782	-0.42622	0.0275577
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.25964	7.20809	-0.0708867	0.860673	-0.0756121	-0.43715	0.0332059
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.26129	7.20952	-0.090915	0.860744	-0.190547	0.444205	0.213819
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.26477	7.21266	-0.11266	0.861181	-0.0754418	-0.454741	0.0459183
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.91687	7.85968	-0.144693	0.938762	-0.0997825	-0.227545	0.038937
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.25568	7.20285	-0.15315	0.860448	-0.0838521	-0.458381	0.040131
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.23702	7.18386	-0.172346	0.858412	-0.0945034	-0.464754	0.0250171
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.25531	7.2015	-0.192552	0.860801	-0.0905246	-0.459737	0.0430769
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.25984	7.20544	-0.21161	0.861477	-0.0934609	-0.454837	0.0487881
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.24595	7.19111	-0.230236	0.859554	-0.0949559	-0.458146	0.0275733
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.25375	7.19831	-0.249192	0.859727	-0.0927074	-0.454528	0.0416485
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.24885	7.19295	-0.26794	0.857618	-0.0906738	-0.451263	0.0266424
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.24557	7.18921	-0.286551	0.855237	-0.0911357	-0.451536	0.0221501
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	1	7.24968	7.19287	-0.305168	0.852816	-0.0867516	-0.441156	0.0299415
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.25654	7.19922	-0.323908	0.850759	-0.0872459	-0.430742	0.0395214
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.91527	7.85216	-0.373095	0.925121	-0.10348	-0.181419	0.0630338
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.26807	7.20964	-0.361368	0.845772	-0.0822312	-0.413675	0.0477925
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.26228	7.20335	-0.379931	0.841482	-0.0795734	-0.406456	0.0395053
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.27253	7.21295	-0.399005	0.838925	-0.0777687	-0.391044	0.0491338
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.2695	7.2093	-0.417391	0.835122	-0.0753965	-0.380617	0.049989
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.27191	7.21096	-0.436235	0.832079	-0.0751448	-0.377227	0.0586597
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.26896	7.20725	-0.454412	0.828762	-0.0681674	-0.369875	0.0563019
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.27632	7.21372	-0.473422	0.826386	-0.068603	-0.360852	0.0536475
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.28944	7.22582	-0.492841	0.82497	-0.0638885	-0.343099	0.0730762
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.30086	7.23608	-0.512343	0.824116	-0.0589494	-0.336302	0.0681912
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.29837	7.23249	-0.531001	0.821783	-0.0602516	-0.326114	0.0823985
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.29624	7.22922	-0.549225	0.819715	-0.0598881	-0.315659	0.0932007
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.30064	7.23227	-0.568244	0.818942	-0.0528607	-0.302361	0.126225
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.29873	7.22898	-0.58662	0.817966	-0.0564504	-0.301898	0.115596
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.30885	7.2375	-0.606255	0.818679	-0.0474361	-0.289015	0.139385
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.41356	7.3396	-0.633859	0.830295	-0.126108	0.402589	0.0533887
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.31068	7.23609	-0.643892	0.818782	-0.14455	0.426187	0.103205
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.31743	7.24106	-0.663251	0.819759	-0.0577862	-0.26982	0.11853
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.31215	7.23409	-0.680417	0.820086	-0.0573911	-0.26993	0.146757
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.31354	7.23377	-0.696989	0.821365	-0.142892	0.424148	0.0800309
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.29952	7.21811	-0.712535	0.821054	-0.150219	0.431965	0.0822579
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.30508	7.22182	-0.729932	0.822634	-0.0704267	-0.250312	0.158639
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.29425	7.20936	-0.744704	0.822537	-0.0722323	-0.242029	0.162228
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.30743	7.22066	-0.762049	0.824571	-0.0755522	-0.222076	0.149144
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.58363	7.49174	-0.807076	0.856677	-0.144278	0.241779	0.148833
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.29379	7.20374	-0.791719	0.823812	-0.153687	0.387974	0.100962
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.55893	7.46378	-0.837294	0.853398	-0.127502	0.216802	0.125283
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.29247	7.19904	-0.823384	0.822182	-0.145458	0.379336	0.120706
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.28264	7.18758	-0.839059	0.819477	-0.0740261	-0.170873	0.0984248
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.28877	7.19197	-0.855645	0.818265	-0.138326	0.375457	0.111056
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.29575	7.19716	-0.872948	0.816577	-0.134366	0.375319	0.116861
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.29831	7.19794	-0.890413	0.813783	-0.130338	0.362759	0.132161
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.30218	7.19995	-0.90829	0.810929	-0.128808	0.366881	0.131991
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.29835	7.19419	-0.92637	0.807094	-0.0702273	-0.141182	0.0880703
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.51334	7.40414	-0.972094	0.827065	-0.110771	0.18532	0.129136
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.30134	7.19311	-0.963713	0.799991	-0.08138	-0.123773	0.11347
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.29108	7.18082	-0.98149	0.795213	-0.0734907	-0.131022	0.142751
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.27934	7.16702	-0.998572	0.790846	-0.146389	0.379852	0.130531
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.50429	7.38597	-1.04983	0.812121	-0.107247	0.0244561	0.111838
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.27663	7.15937	-1.03757	0.784951	-0.0924107	-0.133019	0.118215
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.53032	7.40631	-1.09341	0.810405	-0.126509	0.183657	0.118297
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.4876	7.36153	-1.10711	0.803933	-0.137566	0.25987	0.120049
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.24781	7.12301	-1.09072	0.777067	-0.159289	0.424866	0.151934
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.50976	7.3773	-1.15109	0.804344	-0.102862	0.0345766	0.0862412
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.25453	7.12351	-1.13194	0.776201	-0.0821063	-0.136776	0.0902691
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.52664	7.38746	-1.19494	0.804888	-0.104008	0.0888012	0.117014
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.26134	7.12391	-1.17224	0.776352	-0.142761	0.425749	0.119871
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.24887	7.10845	-1.18964	0.775081	-0.143651	0.434281	0.115317
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.2507	7.10681	-1.20998	0.775794	-0.068581	-0.1291	0.137011
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.23857	7.09157	-1.2272	0.774994	-0.0750228	-0.128749	0.114885
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.25204	7.10132	-1.24859	0.777455	-0.0776701	-0.123925	0.120129
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.23702	7.0833	-1.26415	0.776724	-0.161058	0.468137	0.125804
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.24684	7.0894	-1.28463	0.778926	-0.164557	0.472781	0.118111
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.22696	7.06646	-1.29992	0.777326	-0.090557	-0.151045	0.149561
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.23615	7.07214	-1.31879	0.779381	-0.183506	0.489587	0.105574
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.57853	7.40316	-1.40025	0.816491	-0.16374	0.302245	0.111356
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.21989	7.04948	-1.35152	0.777823	-0.200459	0.516622	0.10794
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.59981	7.41686	-1.44142	0.818304	-0.180849	0.321275	0.141505
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.21448	7.03757	-1.38568	0.775397	-0.112448	-0.17655	0.128917
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.63027	7.43986	-1.48341	0.817985	-0.190418	0.30687	0.15095
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.23002	7.04634	-1.42294	0.772929	-0.119459	-0.167951	0.135637
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.23244	7.0457	-1.43958	0.770656	-0.218742	0.522383	0.147583
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.21855	7.02895	-1.45423	0.76594	-0.121878	-0.160619	0.138404
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.23243	7.03923	-1.47396	0.764666	-0.12844	-0.145594	0.128409
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.2103	7.01447	-1.48646	0.759033	-0.12045	-0.153571	0.108459
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.54939	7.34102	-1.57374	0.791301	-0.188424	0.322597	0.157464
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.21278	7.0104	-1.52042	0.752912	-0.208202	0.507805	0.146634
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.50845	7.29414	-1.6012	0.779984	-0.14016	0.0654377	0.146873
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.21825	7.00892	-1.55586	0.746687	-0.20298	0.486183	0.191528
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.20619	6.99367	-1.57072	0.741935	-0.114374	-0.0754827	0.109071
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.21143	6.99532	-1.5888	0.738872	-0.107562	-0.0656713	0.136293
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.44286	7.21623	-1.65692	0.759462	-0.134684	0.143487	0.129467
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.23265	7.00874	-1.6273	0.735301	-0.117167	-0.0244452	0.120989
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.23268	7.00506	-1.64435	0.732742	-0.119343	-0.00485058	0.126589
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.22839	6.99722	-1.65992	0.730184	-0.183818	0.437142	0.122386
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.22606	6.99099	-1.67689	0.728024	-0.125487	-0.00162879	0.135544
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.22601	6.98697	-1.69382	0.726956	-0.125189	0.00390968	0.165195
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.23011	6.98685	-1.71186	0.726608	-0.179693	0.430323	0.0934776
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.22671	6.97935	-1.72838	0.72574	-0.184275	0.425575	0.0984514
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.23581	6.98368	-1.74869	0.72618	-0.125033	0.0265015	0.157845
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.22881	6.97265	-1.76399	0.725464	-0.183048	0.427283	0.120124
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.20644	6.94675	-1.77554	0.723138	-0.183055	0.452474	0.0613357
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.20615	6.94219	-1.7922	0.722915	-0.188442	0.463765	0.0785048
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.21381	6.94529	-1.81068	0.723496	-0.186508	0.465976	0.0892628
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.20912	6.93667	-1.82533	0.722619	-0.196721	0.476697	0.0890196
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.21707	6.94011	-1.84349	0.722811	-0.199469	0.480493	0.0957081
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.22068	6.93939	-1.86053	0.722153	-0.203138	0.490261	0.100278
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.20831	6.92331	-1.87349	0.719402	-0.209694	0.501596	0.103289
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.20799	6.91868	-1.89018	0.717068	-0.129896	-0.00974868	0.177234
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.42168	7.11957	-1.9626	0.735771	-0.18935	0.348322	0.127961
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.19686	6.89971	-1.91942	0.710354	-0.206717	0.506526	0.100679
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.19316	6.89197	-1.93468	0.706624	-0.203213	0.504866	0.0988004
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.17342	6.86886	-1.94558	0.701037	-0.195825	0.505028	0.0550762
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.18461	6.87528	-1.96529	0.697678	-0.127326	0.0248371	0.20968
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.14795	6.83616	-1.97083	0.689826	-0.189347	0.510467	0.042626
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.17581	6.85857	-1.99475	0.687954	-0.192602	0.493854	0.0767706
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.13541	6.81554	-2.00015	0.679562	-0.188571	0.507837	0.0376569
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.15298	6.82789	-2.02175	0.676438	-0.18756	0.492038	0.0546893
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.13972	6.81047	-2.03563	0.670267	-0.123597	0.0365384	0.231015
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.33547	6.9923	-2.109	0.684741	-0.175197	0.318504	0.13833
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.14443	6.80523	-2.0718	0.662851	-0.132801	0.038799	0.1998
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.1385	6.79473	-2.08695	0.659137	-0.208926	0.527084	0.0825603
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.18798	6.83654	-2.11954	0.660479	-0.147504	0.0462271	0.160704
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.12974	6.77596	-2.11979	0.652708	-0.139065	0.0203307	0.198121
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.13153	6.77245	-2.13744	0.651148	-0.228956	0.556063	0.139273
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.12047	6.75647	-2.15178	0.648862	-0.24236	0.575945	0.179001
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.11347	6.74413	-2.16777	0.647189	-0.246866	0.593303	0.172276
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.10594	6.73127	-2.18339	0.645892	-0.252885	0.614423	0.147848
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.10703	6.72637	-2.20196	0.645888	-0.256011	0.628136	0.15704
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.09822	6.71178	-2.21821	0.645123	-0.148265	-0.0541148	0.157875
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.0926	6.70026	-2.23495	0.645374	-0.143859	-0.0557318	0.156577
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.079	6.68114	-2.24906	0.645172	-0.1459	-0.0711589	0.14286
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.06648	6.66319	-2.26288	0.645309	-0.275446	0.68841	0.208449
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.06555	6.65576	-2.28143	0.646473	-0.133677	-0.0864154	0.147054
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.06543	6.64933	-2.29938	0.647745	-0.136616	-0.0904553	0.145609
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.05919	6.63734	-2.31462	0.648365	-0.280284	0.722024	0.192014
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.06388	6.63535	-2.33419	0.649651	-0.291234	0.728681	0.207961
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.05474	6.62018	-2.34962	0.649451	-0.134872	-0.113425	0.165684
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.04308	6.60288	-2.36345	0.64889	-0.13849	-0.12468	0.139766
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.03929	6.59297	-2.37989	0.648497	-0.13469	-0.133118	0.144271
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.03377	6.58141	-2.39576	0.647539	-0.135916	-0.142943	0.134448
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.03761	6.5787	-2.41455	0.647012	-0.134669	-0.146119	0.142613
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.03915	6.57391	-2.43247	0.645264	-0.13886	-0.153118	0.124561
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.01979	6.54963	-2.44308	0.641215	-0.133157	-0.162999	0.136064
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.01216	6.53637	-2.45758	0.63759	-0.136591	-0.166438	0.135232
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.01507	6.53297	-2.47562	0.634564	-0.137844	-0.171687	0.120823
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.01874	6.53031	-2.49389	0.631074	-0.13902	-0.171256	0.127353
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.02506	6.53011	-2.51306	0.627509	-0.143671	-0.172922	0.12639
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.02586	6.52473	-2.53032	0.622994	-0.147302	-0.171741	0.115777
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.00619	6.50066	-2.53922	0.616784	-0.350451	0.854878	0.265174
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.01808	6.50501	-2.56163	0.613478	-0.147932	-0.156753	0.12441
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.99508	6.47738	-2.57023	0.607136	-0.141789	-0.151895	0.125084
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.00478	6.48008	-2.59056	0.603833	-0.139046	-0.134038	0.127213
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.99971	6.46944	-2.60436	0.59969	-0.330934	0.83264	0.259441
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.00661	6.46926	-2.62405	0.596416	-0.137471	-0.103883	0.132614
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	7.013	6.46903	-2.64226	0.593602	-0.134189	-0.0908282	0.135231
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.99442	6.44576	-2.65088	0.589033	-0.136608	-0.08451	0.135715
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.99918	6.44404	-2.66797	0.587259	-0.140563	-0.0723699	0.139553
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.99491	6.43397	-2.68154	0.584851	-0.137211	-0.063704	0.164068
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.99974	6.43213	-2.69871	0.584012	-0.137902	-0.0601806	0.161936
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.99981	6.42593	-2.71376	0.583388	-0.128928	-0.0548163	0.168715
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.99437	6.4146	-2.72667	0.582503	-0.124732	-0.0506559	0.16868
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.9851	6.39993	-2.73754	0.581662	-0.115035	-0.0426625	0.209247
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.98784	6.39633	-2.75276	0.582459	-0.109294	-0.0386891	0.192947
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.98219	6.38512	-2.76433	0.582834	-0.108152	-0.0381554	0.201159
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.98742	6.38409	-2.77958	0.584277	-0.105887	-0.0348616	0.19547
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.98839	6.37938	-2.7925	0.585725	-0.106566	-0.0363854	0.200849
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.9846	6.37098	-2.80199	0.586662	-0.262803	0.822682	0.148133
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.98146	6.36258	-2.81314	0.587083	-0.109739	-0.0364085	0.193883
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.97405	6.35089	-2.82113	0.587232	-0.115927	-0.0351968	0.197625
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.97814	6.34962	-2.83381	0.588474	-0.118868	-0.0345552	0.186559
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.97445	6.34136	-2.84321	0.588338	-0.121187	-0.0280097	0.176488
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.96136	6.32451	-2.84887	0.587372	-0.115478	-0.0259727	0.193966
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.95664	6.3155	-2.85748	0.586594	-0.117959	-0.0169209	0.197362
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.94767	6.30303	-2.86343	0.585462	-0.280953	0.8221	0.167701
2222	2222	2222	2222	2222	2222	2222	2222	2222	2222
100	0	6.94699	6.29765	-2.87378	0.584465	-0.274303	0.820126	0.183092
